age,replicate,recording,minimum,lq,median,uq,maximum
20,b,r,25.757575757575758,28.141711229946527,30.525846702317292,32.90998217468806,35.294117647058826
22,b,r,17.716535433070867,17.716535433070867,17.716535433070867,17.716535433070867,17.716535433070867
25,r,r,97.76951672862454,97.76951672862454,97.76951672862454,97.76951672862454,97.76951672862454
25,b,r,27.011494252873565,30.35036380892123,33.68923336496889,37.02810292101656,40.36697247706422
27,r,r,98.63013698630137,98.63013698630137,98.63013698630137,98.63013698630137,98.63013698630137
29,r,r,96.31901840490798,96.31901840490798,96.31901840490798,96.31901840490798,96.31901840490798
29,b,r,9.685230024213075,24.004993946731233,38.32475786924939,52.644521791767545,66.96428571428571
32,r,r,99.61389961389962,99.61389961389962,99.61389961389962,99.61389961389962,99.61389961389962
32,b,r,28.882833787465938,18.01284546516154,28.882833787465938,30.318194144917804,31.753554502369667
34,r,r,76.71232876712328,76.71232876712328,76.71232876712328,76.71232876712328,76.71232876712328
34,b,r,59.40919037199125,64.22415688948023,66.11129417579701,71.39702371478592,66.39344262295081
36,r,r,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484
36,b,r,9.285714285714286,28.578973843058353,41.56163395467143,53.82139214686384,70.94594594594594
23,r,b,28.160919540229884,28.160919540229884,28.160919540229884,28.160919540229884,28.160919540229884
23,b,b,1.1627906976744187,1.1627906976744187,1.1627906976744187,1.1627906976744187,1.1627906976744187
26,b,b,13.548387096774196,15.72487413760955,17.9013611784449,20.077848219280252,22.254335260115607
28,r,b,51.369863013698634,63.41822695459712,75.46659089549561,87.5149548363941,99.56331877729258
28,b,b,46.45161290322581,24.353626000485086,46.45161290322581,52.3593517616288,58.267090620031794
30,r,b,2.7027027027027026,20.228781412991943,37.75486012328118,55.28093883357042,72.80701754385966
33,r,b,0.0,0.0,5.5045871559633035,51.32372214941022,64.76190476190476
35,r,b,0.0,10.353203781512605,11.219454887218046,72.39786212519249,99.40476190476191
37,r,b,0.0,0.0,3.7321624588364433,29.170441964116733,7.4643249176728865
40,r,b,0.0,0.8936180673921594,5.966587112171838,95.23475775721285,98.63636363636363
18,r,k,46.21848739495798,46.21848739495798,46.21848739495798,46.21848739495798,46.21848739495798
34,r,k,14.975845410628018,15.936681105941494,16.89751680125497,17.858352496568443,18.81918819188192
37,r,k,0.0,24.75124378109453,49.50248756218906,74.25373134328359,99.00497512437812
37,b,k,0.0,11.818181818181818,23.636363636363637,55.36656891495601,87.09677419354838
39,r,k,0.0,0.0,0.0,7.142857142857142,0.0
39,b,k,83.63636363636363,86.74412665985699,89.85188968335035,92.95965270684371,96.06741573033707
41,r,k,0.0,15.301724137931034,30.603448275862068,45.9051724137931,61.206896551724135
41,b,k,0.0,18.028846153846153,36.05769230769231,54.08653846153846,72.11538461538461
44,r,k,70.2127659574468,77.52834087228457,84.84391578712234,92.15949070196012,99.47506561679789
44,b,k,87.83783783783784,87.83783783783784,87.83783783783784,87.83783783783784,87.83783783783784
46,r,k,2.5210084033613445,5.533783783783784,30.915025194686212,75.85476329631794,99.69040247678018
46,b,k,88.49557522123894,45.44778761061947,88.49557522123894,92.94908631191817,97.40259740259741
48,r,k,97.14285714285714,97.14285714285714,97.14285714285714,97.14285714285714,97.14285714285714
48,b,k,4.25531914893617,10.253553107392147,42.99088899309975,76.28201162934555,83.94160583941606
