MC_DataTool ASCII conversion

t           	Spikes 1 47 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 48 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 46 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 45 	Unit        
[ms]        	[µV]        	            
360525.561  	-15.26      	0           
360525.601  	-15.26      	0           
360525.641  	-15.26      	0           
360525.681  	-15.26      	0           
360525.721  	-15.26      	0           
360525.761  	-15.26      	0           
360525.801  	-15.26      	0           
360525.841  	-15.26      	0           
360525.881  	-15.26      	0           
360525.921  	-15.26      	0           
360525.961  	-15.26      	0           
360526.001  	-15.26      	0           
360526.041  	0.00        	0           
360526.081  	0.00        	0           
360526.121  	0.00        	0           
360526.161  	-15.26      	0           
360526.201  	0.00        	0           
360526.241  	0.00        	0           
360526.281  	0.00        	0           
360526.321  	0.00        	0           
360526.361  	0.00        	0           
360526.401  	0.00        	0           
360526.441  	-15.26      	0           
360526.481  	-45.78      	0           
360526.521  	-61.04      	0           
360526.561  	-76.29      	0           
360526.601  	-61.04      	0           
360526.641  	-61.04      	0           
360526.681  	-61.04      	0           
360526.721  	-45.78      	0           
360526.761  	-30.52      	0           
360526.801  	-30.52      	0           
360526.841  	-15.26      	0           
360526.881  	0.00        	0           
360526.921  	0.00        	0           
360526.961  	15.26       	0           
360527.001  	15.26       	0           
360527.041  	15.26       	0           
360527.081  	15.26       	0           
360527.121  	15.26       	0           
360527.161  	15.26       	0           
360527.201  	0.00        	0           
360527.241  	0.00        	0           
360527.281  	15.26       	0           
360527.321  	15.26       	0           
360527.361  	15.26       	0           
360527.401  	15.26       	0           
360527.441  	0.00        	0           
360527.481  	0.00        	0           
360527.521  	0.00        	0           
360527.561  	0.00        	0           
360527.601  	-15.26      	0           
360527.641  	-15.26      	0           
360527.681  	-15.26      	0           
360527.721  	-15.26      	0           
360527.761  	0.00        	0           
360527.801  	0.00        	0           
360527.841  	0.00        	0           
360527.881  	0.00        	0           
360527.921  	0.00        	0           
360527.961  	0.00        	0           
360528.001  	0.00        	0           
360528.041  	0.00        	0           
360528.081  	0.00        	0           
360528.121  	0.00        	0           
360528.161  	0.00        	0           
360528.201  	0.00        	0           
360528.241  	0.00        	0           
360528.281  	0.00        	0           
360528.321  	0.00        	0           
360528.361  	0.00        	0           
360528.401  	-15.26      	0           
360528.441  	-15.26      	0           
360528.481  	-15.26      	0           
360528.521  	-15.26      	0           


t           	Spikes 1 38 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 37 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 28 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 36 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 27 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 17 	Unit        
[ms]        	[µV]        	            
115428.481  	0.00        	0           
115428.521  	0.00        	0           
115428.561  	0.00        	0           
115428.601  	0.00        	0           
115428.641  	0.00        	0           
115428.681  	0.00        	0           
115428.721  	0.00        	0           
115428.761  	0.00        	0           
115428.801  	0.00        	0           
115428.841  	-15.26      	0           
115428.881  	-15.26      	0           
115428.921  	-15.26      	0           
115428.961  	-15.26      	0           
115429.001  	-15.26      	0           
115429.041  	-15.26      	0           
115429.081  	-15.26      	0           
115429.121  	-15.26      	0           
115429.161  	-15.26      	0           
115429.201  	-15.26      	0           
115429.241  	-15.26      	0           
115429.281  	-30.52      	0           
115429.321  	-30.52      	0           
115429.361  	-15.26      	0           
115429.401  	-30.52      	0           
115429.441  	-61.04      	0           
115429.481  	-76.29      	0           
115429.521  	-76.29      	0           
115429.561  	-45.78      	0           
115429.601  	-45.78      	0           
115429.641  	-30.52      	0           
115429.681  	-30.52      	0           
115429.721  	-30.52      	0           
115429.761  	-15.26      	0           
115429.801  	0.00        	0           
115429.841  	0.00        	0           
115429.881  	15.26       	0           
115429.921  	15.26       	0           
115429.961  	15.26       	0           
115430.001  	15.26       	0           
115430.041  	0.00        	0           
115430.081  	0.00        	0           
115430.121  	0.00        	0           
115430.161  	0.00        	0           
115430.201  	15.26       	0           
115430.241  	15.26       	0           
115430.281  	15.26       	0           
115430.321  	15.26       	0           
115430.361  	15.26       	0           
115430.401  	15.26       	0           
115430.441  	15.26       	0           
115430.481  	0.00        	0           
115430.521  	0.00        	0           
115430.561  	0.00        	0           
115430.601  	15.26       	0           
115430.641  	15.26       	0           
115430.681  	0.00        	0           
115430.721  	-15.26      	0           
115430.761  	-15.26      	0           
115430.801  	-15.26      	0           
115430.841  	-15.26      	0           
115430.881  	0.00        	0           
115430.921  	0.00        	0           
115430.961  	-15.26      	0           
115431.001  	-15.26      	0           
115431.041  	-15.26      	0           
115431.081  	0.00        	0           
115431.121  	0.00        	0           
115431.161  	0.00        	0           
115431.201  	0.00        	0           
115431.241  	0.00        	0           
115431.281  	0.00        	0           
115431.321  	-15.26      	0           
115431.361  	-15.26      	0           
115431.401  	0.00        	0           
115431.441  	0.00        	0           

437751.961  	-15.26      	0           
437752.001  	-15.26      	0           
437752.041  	-15.26      	0           
437752.081  	-15.26      	0           
437752.121  	-15.26      	0           
437752.161  	-15.26      	0           
437752.201  	-15.26      	0           
437752.241  	-15.26      	0           
437752.281  	-15.26      	0           
437752.321  	-15.26      	0           
437752.361  	0.00        	0           
437752.401  	0.00        	0           
437752.441  	-15.26      	0           
437752.481  	-15.26      	0           
437752.521  	0.00        	0           
437752.561  	0.00        	0           
437752.601  	0.00        	0           
437752.641  	0.00        	0           
437752.681  	0.00        	0           
437752.721  	0.00        	0           
437752.761  	0.00        	0           
437752.801  	-15.26      	0           
437752.841  	-15.26      	0           
437752.881  	-30.52      	0           
437752.921  	-45.78      	0           
437752.961  	-76.29      	0           
437753.001  	-61.04      	0           
437753.041  	-61.04      	0           
437753.081  	-61.04      	0           
437753.121  	-45.78      	0           
437753.161  	-30.52      	0           
437753.201  	-15.26      	0           
437753.241  	-15.26      	0           
437753.281  	0.00        	0           
437753.321  	0.00        	0           
437753.361  	0.00        	0           
437753.401  	0.00        	0           
437753.441  	15.26       	0           
437753.481  	15.26       	0           
437753.521  	15.26       	0           
437753.561  	15.26       	0           
437753.601  	30.52       	0           
437753.641  	30.52       	0           
437753.681  	15.26       	0           
437753.721  	15.26       	0           
437753.761  	0.00        	0           
437753.801  	15.26       	0           
437753.841  	15.26       	0           
437753.881  	15.26       	0           
437753.921  	15.26       	0           
437753.961  	15.26       	0           
437754.001  	15.26       	0           
437754.041  	15.26       	0           
437754.081  	15.26       	0           
437754.121  	0.00        	0           
437754.161  	0.00        	0           
437754.201  	0.00        	0           
437754.241  	0.00        	0           
437754.281  	0.00        	0           
437754.321  	0.00        	0           
437754.361  	0.00        	0           
437754.401  	0.00        	0           
437754.441  	0.00        	0           
437754.481  	0.00        	0           
437754.521  	-15.26      	0           
437754.561  	-15.26      	0           
437754.601  	0.00        	0           
437754.641  	0.00        	0           
437754.681  	0.00        	0           
437754.721  	0.00        	0           
437754.761  	-15.26      	0           
437754.801  	-15.26      	0           
437754.841  	-15.26      	0           
437754.881  	-15.26      	0           
437754.921  	-15.26      	0           

576969.921  	-15.26      	0           
576969.961  	-15.26      	0           
576970.001  	-15.26      	0           
576970.041  	-15.26      	0           
576970.081  	0.00        	0           
576970.121  	0.00        	0           
576970.161  	0.00        	0           
576970.201  	0.00        	0           
576970.241  	0.00        	0           
576970.281  	0.00        	0           
576970.321  	0.00        	0           
576970.361  	0.00        	0           
576970.401  	0.00        	0           
576970.441  	15.26       	0           
576970.481  	15.26       	0           
576970.521  	0.00        	0           
576970.561  	0.00        	0           
576970.601  	0.00        	0           
576970.641  	0.00        	0           
576970.681  	-15.26      	0           
576970.721  	-15.26      	0           
576970.761  	-15.26      	0           
576970.801  	-30.52      	0           
576970.841  	-45.78      	0           
576970.881  	-61.04      	0           
576970.921  	-76.29      	0           
576970.961  	-61.04      	0           
576971.001  	-45.78      	0           
576971.041  	-45.78      	0           
576971.081  	-30.52      	0           
576971.121  	-30.52      	0           
576971.161  	0.00        	0           
576971.201  	0.00        	0           
576971.241  	0.00        	0           
576971.281  	15.26       	0           
576971.321  	15.26       	0           
576971.361  	15.26       	0           
576971.401  	15.26       	0           
576971.441  	15.26       	0           
576971.481  	15.26       	0           
576971.521  	15.26       	0           
576971.561  	15.26       	0           
576971.601  	15.26       	0           
576971.641  	15.26       	0           
576971.681  	15.26       	0           
576971.721  	15.26       	0           
576971.761  	15.26       	0           
576971.801  	15.26       	0           
576971.841  	15.26       	0           
576971.881  	15.26       	0           
576971.921  	15.26       	0           
576971.961  	0.00        	0           
576972.001  	0.00        	0           
576972.041  	0.00        	0           
576972.081  	0.00        	0           
576972.121  	0.00        	0           
576972.161  	0.00        	0           
576972.201  	0.00        	0           
576972.241  	0.00        	0           
576972.281  	15.26       	0           
576972.321  	15.26       	0           
576972.361  	15.26       	0           
576972.401  	15.26       	0           
576972.441  	0.00        	0           
576972.481  	-15.26      	0           
576972.521  	-15.26      	0           
576972.561  	-15.26      	0           
576972.601  	-15.26      	0           
576972.641  	-15.26      	0           
576972.681  	-15.26      	0           
576972.721  	-15.26      	0           
576972.761  	-15.26      	0           
576972.801  	-15.26      	0           
576972.841  	-15.26      	0           
576972.881  	-15.26      	0           


t           	Spikes 1 26 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 16 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 35 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 25 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 15 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 14 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 24 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 34 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 13 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 23 	Unit        
[ms]        	[µV]        	            
164014.401  	-15.26      	0           
