MC_DataTool ASCII conversion

t           	Spikes 1 47 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 48 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 46 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 45 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 38 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 37 	Unit        
[ms]        	[µV]        	            
37836.520   	-15.26      	0           
37836.560   	-15.26      	0           
37836.600   	-15.26      	0           
37836.640   	-15.26      	0           
37836.680   	-15.26      	0           
37836.720   	-15.26      	0           
37836.760   	-15.26      	0           
37836.800   	-15.26      	0           
37836.840   	-15.26      	0           
37836.880   	-15.26      	0           
37836.920   	-15.26      	0           
37836.960   	-15.26      	0           
37837.000   	-15.26      	0           
37837.040   	-15.26      	0           
37837.080   	-15.26      	0           
37837.120   	0.00        	0           
37837.160   	0.00        	0           
37837.200   	15.26       	0           
37837.240   	15.26       	0           
37837.280   	15.26       	0           
37837.320   	0.00        	0           
37837.360   	0.00        	0           
37837.400   	-15.26      	0           
37837.440   	-30.52      	0           
37837.480   	-61.04      	0           
37837.520   	-76.29      	0           
37837.560   	-122.07     	0           
37837.600   	-122.07     	0           
37837.640   	-122.07     	0           
37837.680   	-91.55      	0           
37837.720   	-76.29      	0           
37837.760   	-30.52      	0           
37837.800   	-15.26      	0           
37837.840   	0.00        	0           
37837.880   	15.26       	0           
37837.920   	15.26       	0           
37837.960   	30.52       	0           
37838.000   	30.52       	0           
37838.040   	45.78       	0           
37838.080   	45.78       	0           
37838.120   	45.78       	0           
37838.160   	45.78       	0           
37838.200   	61.04       	0           
37838.240   	61.04       	0           
37838.280   	61.04       	0           
37838.320   	45.78       	0           
37838.360   	45.78       	0           
37838.400   	45.78       	0           
37838.440   	45.78       	0           
37838.480   	30.52       	0           
37838.520   	30.52       	0           
37838.560   	30.52       	0           
37838.600   	30.52       	0           
37838.640   	30.52       	0           
37838.680   	0.00        	0           
37838.720   	0.00        	0           
37838.760   	15.26       	0           
37838.800   	15.26       	0           
37838.840   	15.26       	0           
37838.880   	15.26       	0           
37838.920   	15.26       	0           
37838.960   	0.00        	0           
37839.000   	0.00        	0           
37839.040   	0.00        	0           
37839.080   	0.00        	0           
37839.120   	0.00        	0           
37839.160   	0.00        	0           
37839.200   	0.00        	0           
37839.240   	0.00        	0           
37839.280   	0.00        	0           
37839.320   	0.00        	0           
37839.360   	-15.26      	0           
37839.400   	-15.26      	0           
37839.440   	-15.26      	0           
37839.480   	-15.26      	0           

91402.920   	0.00        	0           
91402.960   	0.00        	0           
91403.000   	0.00        	0           
91403.040   	0.00        	0           
91403.080   	0.00        	0           
91403.120   	0.00        	0           
91403.160   	0.00        	0           
91403.200   	0.00        	0           
91403.240   	0.00        	0           
91403.280   	0.00        	0           
91403.320   	0.00        	0           
91403.360   	0.00        	0           
91403.400   	0.00        	0           
91403.440   	0.00        	0           
91403.480   	0.00        	0           
91403.520   	0.00        	0           
91403.560   	0.00        	0           
91403.600   	15.26       	0           
91403.640   	0.00        	0           
91403.680   	0.00        	0           
91403.720   	-15.26      	0           
91403.760   	-15.26      	0           
91403.800   	-30.52      	0           
91403.840   	-45.78      	0           
91403.880   	-45.78      	0           
91403.920   	-76.29      	0           
91403.960   	-106.81     	0           
91404.000   	-137.33     	0           
91404.040   	-137.33     	0           
91404.080   	-122.07     	0           
91404.120   	-91.55      	0           
91404.160   	-76.29      	0           
91404.200   	-30.52      	0           
91404.240   	-15.26      	0           
91404.280   	0.00        	0           
91404.320   	15.26       	0           
91404.360   	15.26       	0           
91404.400   	15.26       	0           
91404.440   	30.52       	0           
91404.480   	30.52       	0           
91404.520   	45.78       	0           
91404.560   	45.78       	0           
91404.600   	30.52       	0           
91404.640   	45.78       	0           
91404.680   	61.04       	0           
91404.720   	61.04       	0           
91404.760   	61.04       	0           
91404.800   	45.78       	0           
91404.840   	45.78       	0           
91404.880   	45.78       	0           
91404.920   	45.78       	0           
91404.960   	30.52       	0           
91405.000   	30.52       	0           
91405.040   	30.52       	0           
91405.080   	30.52       	0           
91405.120   	45.78       	0           
91405.160   	30.52       	0           
91405.200   	30.52       	0           
91405.240   	30.52       	0           
91405.280   	30.52       	0           
91405.320   	15.26       	0           
91405.360   	15.26       	0           
91405.400   	0.00        	0           
91405.440   	0.00        	0           
91405.480   	-15.26      	0           
91405.520   	-15.26      	0           
91405.560   	-15.26      	0           
91405.600   	-15.26      	0           
91405.640   	-15.26      	0           
91405.680   	-15.26      	0           
91405.720   	-15.26      	0           
91405.760   	0.00        	0           
91405.800   	0.00        	0           
91405.840   	0.00        	0           
91405.880   	0.00        	0           

91431.240   	-15.26      	0           
91431.280   	-15.26      	0           
91431.320   	-15.26      	0           
91431.360   	-15.26      	0           
91431.400   	-15.26      	0           
91431.440   	0.00        	0           
91431.480   	0.00        	0           
91431.520   	0.00        	0           
91431.560   	0.00        	0           
91431.600   	0.00        	0           
91431.640   	15.26       	0           
91431.680   	15.26       	0           
91431.720   	15.26       	0           
91431.760   	0.00        	0           
91431.800   	0.00        	0           
91431.840   	0.00        	0           
91431.880   	-15.26      	0           
91431.920   	-15.26      	0           
91431.960   	-30.52      	0           
91432.000   	-30.52      	0           
91432.040   	-30.52      	0           
91432.080   	-30.52      	0           
91432.120   	-45.78      	0           
91432.160   	-61.04      	0           
91432.200   	-61.04      	0           
91432.240   	-76.29      	0           
91432.280   	-91.55      	0           
91432.320   	-76.29      	0           
91432.360   	-76.29      	0           
91432.400   	-61.04      	0           
91432.440   	-45.78      	0           
91432.480   	-45.78      	0           
91432.520   	-30.52      	0           
91432.560   	-15.26      	0           
91432.600   	-15.26      	0           
91432.640   	0.00        	0           
91432.680   	0.00        	0           
91432.720   	0.00        	0           
91432.760   	15.26       	0           
91432.800   	15.26       	0           
91432.840   	30.52       	0           
91432.880   	30.52       	0           
91432.920   	30.52       	0           
91432.960   	45.78       	0           
91433.000   	45.78       	0           
91433.040   	30.52       	0           
91433.080   	45.78       	0           
91433.120   	45.78       	0           
91433.160   	45.78       	0           
91433.200   	45.78       	0           
91433.240   	45.78       	0           
91433.280   	45.78       	0           
91433.320   	45.78       	0           
91433.360   	45.78       	0           
91433.400   	15.26       	0           
91433.440   	15.26       	0           
91433.480   	15.26       	0           
91433.520   	15.26       	0           
91433.560   	15.26       	0           
91433.600   	15.26       	0           
91433.640   	15.26       	0           
91433.680   	0.00        	0           
91433.720   	0.00        	0           
91433.760   	0.00        	0           
91433.800   	0.00        	0           
91433.840   	0.00        	0           
91433.880   	0.00        	0           
91433.920   	0.00        	0           
91433.960   	0.00        	0           
91434.000   	0.00        	0           
91434.040   	0.00        	0           
91434.080   	0.00        	0           
91434.120   	0.00        	0           
91434.160   	-15.26      	0           
91434.200   	-15.26      	0           

93901.680   	-15.26      	0           
93901.720   	-15.26      	0           
93901.760   	-15.26      	0           
93901.800   	0.00        	0           
93901.840   	0.00        	0           
93901.880   	0.00        	0           
93901.920   	0.00        	0           
93901.960   	0.00        	0           
93902.000   	0.00        	0           
93902.040   	0.00        	0           
93902.080   	0.00        	0           
93902.120   	0.00        	0           
93902.160   	0.00        	0           
93902.200   	-15.26      	0           
93902.240   	-15.26      	0           
93902.280   	-15.26      	0           
93902.320   	-15.26      	0           
93902.360   	-15.26      	0           
93902.400   	-15.26      	0           
93902.440   	-30.52      	0           
93902.480   	-30.52      	0           
93902.520   	-45.78      	0           
93902.560   	-61.04      	0           
93902.600   	-45.78      	0           
93902.640   	-61.04      	0           
93902.680   	-76.29      	0           
93902.720   	-61.04      	0           
93902.760   	-61.04      	0           
93902.800   	-45.78      	0           
93902.840   	-45.78      	0           
93902.880   	-15.26      	0           
93902.920   	-15.26      	0           
93902.960   	0.00        	0           
93903.000   	0.00        	0           
93903.040   	15.26       	0           
93903.080   	15.26       	0           
93903.120   	15.26       	0           
93903.160   	30.52       	0           
93903.200   	30.52       	0           
93903.240   	30.52       	0           
93903.280   	30.52       	0           
93903.320   	30.52       	0           
93903.360   	30.52       	0           
93903.400   	45.78       	0           
93903.440   	45.78       	0           
93903.480   	45.78       	0           
93903.520   	45.78       	0           
93903.560   	30.52       	0           
93903.600   	30.52       	0           
93903.640   	30.52       	0           
93903.680   	30.52       	0           
93903.720   	30.52       	0           
93903.760   	15.26       	0           
93903.800   	15.26       	0           
93903.840   	15.26       	0           
93903.880   	15.26       	0           
93903.920   	15.26       	0           
93903.960   	15.26       	0           
93904.000   	15.26       	0           
93904.040   	0.00        	0           
93904.080   	0.00        	0           
93904.120   	0.00        	0           
93904.160   	0.00        	0           
93904.200   	0.00        	0           
93904.240   	0.00        	0           
93904.280   	0.00        	0           
93904.320   	15.26       	0           
93904.360   	15.26       	0           
93904.400   	-15.26      	0           
93904.440   	-15.26      	0           
93904.480   	-15.26      	0           
93904.520   	-15.26      	0           
93904.560   	-15.26      	0           
93904.600   	-15.26      	0           
93904.640   	-15.26      	0           

148433.600  	0.00        	0           
148433.640  	0.00        	0           
148433.680  	0.00        	0           
148433.720  	0.00        	0           
148433.760  	0.00        	0           
148433.800  	-15.26      	0           
148433.840  	-15.26      	0           
148433.880  	-15.26      	0           
148433.920  	-15.26      	0           
148433.960  	0.00        	0           
148434.000  	0.00        	0           
148434.040  	0.00        	0           
148434.080  	0.00        	0           
148434.120  	0.00        	0           
148434.160  	0.00        	0           
148434.200  	0.00        	0           
148434.240  	0.00        	0           
148434.280  	0.00        	0           
148434.320  	0.00        	0           
148434.360  	0.00        	0           
148434.400  	0.00        	0           
148434.440  	-15.26      	0           
148434.480  	-15.26      	0           
148434.520  	-30.52      	0           
148434.560  	-61.04      	0           
148434.600  	-76.29      	0           
148434.640  	-106.81     	0           
148434.680  	-137.33     	0           
148434.720  	-137.33     	0           
148434.760  	-122.07     	0           
148434.800  	-106.81     	0           
148434.840  	-61.04      	0           
148434.880  	-45.78      	0           
148434.920  	-30.52      	0           
148434.960  	-15.26      	0           
