MC_DataTool ASCII conversion

t           	Spikes 1 47 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 48 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 46 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 45 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 38 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 37 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 28 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 36 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 27 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 17 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 26 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 16 	Unit        
[ms]        	[µV]        	            
104.720     	0.00        	0           
104.760     	0.00        	0           
104.800     	0.00        	0           
104.840     	0.00        	0           
104.880     	0.00        	0           
104.920     	0.00        	0           
104.960     	0.00        	0           
105.000     	0.00        	0           
105.040     	0.00        	0           
105.080     	0.00        	0           
105.120     	0.00        	0           
105.160     	0.00        	0           
105.200     	0.00        	0           
105.240     	0.00        	0           
105.280     	0.00        	0           
105.320     	-15.26      	0           
105.360     	0.00        	0           
105.400     	0.00        	0           
105.440     	0.00        	0           
105.480     	0.00        	0           
105.520     	0.00        	0           
105.560     	-15.26      	0           
105.600     	-15.26      	0           
105.640     	-30.52      	0           
105.680     	-61.04      	0           
105.720     	-76.29      	0           
105.760     	-61.04      	0           
105.800     	-61.04      	0           
105.840     	-45.78      	0           
105.880     	-30.52      	0           
105.920     	-30.52      	0           
105.960     	-15.26      	0           
106.000     	0.00        	0           
106.040     	0.00        	0           
106.080     	15.26       	0           
106.120     	15.26       	0           
106.160     	15.26       	0           
106.200     	0.00        	0           
106.240     	0.00        	0           
106.280     	0.00        	0           
106.320     	0.00        	0           
106.360     	0.00        	0           
106.400     	0.00        	0           
106.440     	0.00        	0           
106.480     	0.00        	0           
106.520     	0.00        	0           
106.560     	0.00        	0           
106.600     	0.00        	0           
106.640     	0.00        	0           
106.680     	0.00        	0           
106.720     	0.00        	0           
106.760     	-15.26      	0           
106.800     	-15.26      	0           
106.840     	-15.26      	0           
106.880     	0.00        	0           
106.920     	0.00        	0           
106.960     	0.00        	0           
107.000     	0.00        	0           
107.040     	0.00        	0           
107.080     	15.26       	0           
107.120     	15.26       	0           
107.160     	15.26       	0           
107.200     	0.00        	0           
107.240     	0.00        	0           
107.280     	0.00        	0           
107.320     	0.00        	0           
107.360     	0.00        	0           
107.400     	0.00        	0           
107.440     	0.00        	0           
107.480     	0.00        	0           
107.520     	0.00        	0           
107.560     	0.00        	0           
107.600     	0.00        	0           
107.640     	0.00        	0           
107.680     	0.00        	0           

1047.720    	-15.26      	0           
1047.760    	-15.26      	0           
1047.800    	0.00        	0           
1047.840    	0.00        	0           
1047.880    	0.00        	0           
1047.920    	0.00        	0           
1047.960    	0.00        	0           
1048.000    	-15.26      	0           
1048.040    	-15.26      	0           
1048.080    	-15.26      	0           
1048.120    	-15.26      	0           
1048.160    	-15.26      	0           
1048.200    	-15.26      	0           
1048.240    	-15.26      	0           
1048.280    	-15.26      	0           
1048.320    	-15.26      	0           
1048.360    	-15.26      	0           
1048.400    	-15.26      	0           
1048.440    	-15.26      	0           
1048.480    	-15.26      	0           
1048.520    	-15.26      	0           
1048.560    	-15.26      	0           
1048.600    	-30.52      	0           
1048.640    	-45.78      	0           
1048.680    	-61.04      	0           
1048.720    	-76.29      	0           
1048.760    	-61.04      	0           
1048.800    	-61.04      	0           
1048.840    	-45.78      	0           
1048.880    	-30.52      	0           
1048.920    	-30.52      	0           
1048.960    	0.00        	0           
1049.000    	0.00        	0           
1049.040    	15.26       	0           
1049.080    	15.26       	0           
1049.120    	15.26       	0           
1049.160    	15.26       	0           
1049.200    	15.26       	0           
1049.240    	15.26       	0           
1049.280    	15.26       	0           
1049.320    	15.26       	0           
1049.360    	15.26       	0           
1049.400    	15.26       	0           
1049.440    	15.26       	0           
1049.480    	15.26       	0           
1049.520    	15.26       	0           
1049.560    	15.26       	0           
1049.600    	15.26       	0           
1049.640    	15.26       	0           
1049.680    	15.26       	0           
1049.720    	15.26       	0           
1049.760    	15.26       	0           
1049.800    	0.00        	0           
1049.840    	0.00        	0           
1049.880    	0.00        	0           
1049.920    	0.00        	0           
1049.960    	0.00        	0           
1050.000    	0.00        	0           
1050.040    	0.00        	0           
1050.080    	0.00        	0           
1050.120    	0.00        	0           
1050.160    	0.00        	0           
1050.200    	0.00        	0           
1050.240    	0.00        	0           
1050.280    	0.00        	0           
1050.320    	0.00        	0           
1050.360    	0.00        	0           
1050.400    	0.00        	0           
1050.440    	0.00        	0           
1050.480    	0.00        	0           
1050.520    	0.00        	0           
1050.560    	0.00        	0           
1050.600    	0.00        	0           
1050.640    	0.00        	0           
1050.680    	0.00        	0           

2156.560    	0.00        	0           
2156.600    	0.00        	0           
2156.640    	-15.26      	0           
2156.680    	-15.26      	0           
2156.720    	-15.26      	0           
2156.760    	-15.26      	0           
2156.800    	0.00        	0           
2156.840    	0.00        	0           
2156.880    	0.00        	0           
2156.920    	0.00        	0           
2156.960    	0.00        	0           
2157.000    	-15.26      	0           
2157.040    	-15.26      	0           
2157.080    	-15.26      	0           
2157.120    	-15.26      	0           
2157.160    	-15.26      	0           
2157.200    	0.00        	0           
2157.240    	0.00        	0           
2157.280    	-15.26      	0           
2157.320    	-15.26      	0           
2157.360    	-15.26      	0           
2157.400    	-15.26      	0           
2157.440    	-30.52      	0           
2157.480    	-45.78      	0           
2157.520    	-61.04      	0           
2157.560    	-76.29      	0           
2157.600    	-76.29      	0           
2157.640    	-45.78      	0           
2157.680    	-30.52      	0           
2157.720    	-15.26      	0           
2157.760    	-15.26      	0           
2157.800    	0.00        	0           
2157.840    	0.00        	0           
2157.880    	15.26       	0           
2157.920    	15.26       	0           
2157.960    	15.26       	0           
2158.000    	15.26       	0           
2158.040    	15.26       	0           
2158.080    	15.26       	0           
2158.120    	15.26       	0           
2158.160    	15.26       	0           
2158.200    	15.26       	0           
2158.240    	15.26       	0           
2158.280    	15.26       	0           
2158.320    	15.26       	0           
2158.360    	0.00        	0           
2158.400    	0.00        	0           
2158.440    	0.00        	0           
2158.480    	15.26       	0           
2158.520    	15.26       	0           
2158.560    	15.26       	0           
2158.600    	15.26       	0           
2158.640    	0.00        	0           
2158.680    	0.00        	0           
2158.720    	15.26       	0           
2158.760    	15.26       	0           
2158.800    	0.00        	0           
2158.840    	0.00        	0           
2158.880    	0.00        	0           
2158.920    	0.00        	0           
2158.960    	0.00        	0           
2159.000    	0.00        	0           
2159.040    	0.00        	0           
2159.080    	15.26       	0           
2159.120    	0.00        	0           
2159.160    	0.00        	0           
2159.200    	0.00        	0           
2159.240    	-15.26      	0           
2159.280    	-15.26      	0           
2159.320    	-15.26      	0           
2159.360    	-15.26      	0           
2159.400    	-15.26      	0           
2159.440    	-15.26      	0           
2159.480    	-15.26      	0           
2159.520    	-15.26      	0           

9460.800    	-15.26      	0           
9460.840    	-15.26      	0           
9460.880    	-15.26      	0           
9460.920    	-15.26      	0           
9460.960    	-15.26      	0           
9461.000    	-15.26      	0           
9461.040    	-15.26      	0           
9461.080    	-15.26      	0           
9461.120    	-15.26      	0           
9461.160    	-15.26      	0           
9461.200    	-15.26      	0           
9461.240    	-15.26      	0           
9461.280    	-15.26      	0           
9461.320    	-15.26      	0           
9461.360    	-15.26      	0           
9461.400    	-15.26      	0           
9461.440    	-15.26      	0           
9461.480    	-15.26      	0           
9461.520    	-15.26      	0           
9461.560    	-15.26      	0           
9461.600    	-15.26      	0           
9461.640    	-30.52      	0           
9461.680    	-15.26      	0           
9461.720    	-30.52      	0           
9461.760    	-61.04      	0           
9461.800    	-76.29      	0           
9461.840    	-61.04      	0           
9461.880    	-61.04      	0           
9461.920    	-45.78      	0           
9461.960    	-30.52      	0           
9462.000    	-15.26      	0           
9462.040    	-15.26      	0           
9462.080    	0.00        	0           
9462.120    	0.00        	0           
9462.160    	15.26       	0           
9462.200    	0.00        	0           
9462.240    	0.00        	0           
9462.280    	15.26       	0           
9462.320    	15.26       	0           
9462.360    	15.26       	0           
9462.400    	0.00        	0           
9462.440    	15.26       	0           
9462.480    	15.26       	0           
9462.520    	15.26       	0           
9462.560    	15.26       	0           
9462.600    	15.26       	0           
9462.640    	15.26       	0           
9462.680    	15.26       	0           
9462.720    	15.26       	0           
9462.760    	0.00        	0           
9462.800    	0.00        	0           
9462.840    	0.00        	0           
9462.880    	0.00        	0           
9462.920    	0.00        	0           
9462.960    	0.00        	0           
9463.000    	0.00        	0           
9463.040    	0.00        	0           
9463.080    	15.26       	0           
9463.120    	15.26       	0           
9463.160    	15.26       	0           
9463.200    	15.26       	0           
9463.240    	15.26       	0           
9463.280    	0.00        	0           
9463.320    	-15.26      	0           
9463.360    	-15.26      	0           
9463.400    	-15.26      	0           
9463.440    	-15.26      	0           
9463.480    	-15.26      	0           
9463.520    	-15.26      	0           
9463.560    	-15.26      	0           
9463.600    	0.00        	0           
9463.640    	0.00        	0           
9463.680    	0.00        	0           
9463.720    	0.00        	0           
9463.760    	0.00        	0           

13649.040   	0.00        	0           
13649.080   	0.00        	0           
13649.120   	0.00        	0           
13649.160   	0.00        	0           
13649.200   	-15.26      	0           
13649.240   	-15.26      	0           
13649.280   	-15.26      	0           
13649.320   	-15.26      	0           
13649.360   	-15.26      	0           
13649.400   	-15.26      	0           
13649.440   	-15.26      	0           
13649.480   	0.00        	0           
13649.520   	0.00        	0           
13649.560   	-15.26      	0           
13649.600   	-15.26      	0           
13649.640   	-15.26      	0           
13649.680   	-15.26      	0           
13649.720   	-15.26      	0           
13649.760   	-15.26      	0           
13649.800   	-15.26      	0           
13649.840   	-15.26      	0           
13649.880   	-15.26      	0           
13649.920   	-30.52      	0           
13649.960   	-30.52      	0           
13650.000   	-45.78      	0           
