MC_DataTool ASCII conversion

t           	Spikes 1 47 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 48 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 46 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 45 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 38 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 37 	Unit        
[ms]        	[µV]        	            
21766.480   	0.00        	0           
21766.520   	0.00        	0           
21766.560   	0.00        	0           
21766.600   	0.00        	0           
21766.640   	0.00        	0           
21766.680   	-15.26      	0           
21766.720   	-15.26      	0           
21766.760   	-15.26      	0           
21766.800   	-15.26      	0           
21766.840   	-15.26      	0           
21766.880   	-15.26      	0           
21766.920   	-15.26      	0           
21766.960   	-15.26      	0           
21767.000   	-15.26      	0           
21767.040   	-15.26      	0           
21767.080   	-15.26      	0           
21767.120   	-15.26      	0           
21767.160   	-15.26      	0           
21767.200   	-15.26      	0           
21767.240   	-15.26      	0           
21767.280   	-15.26      	0           
21767.320   	-30.52      	0           
21767.360   	-45.78      	0           
21767.400   	-45.78      	0           
21767.440   	-61.04      	0           
21767.480   	-76.29      	0           
21767.520   	-45.78      	0           
21767.560   	-45.78      	0           
21767.600   	-30.52      	0           
21767.640   	-15.26      	0           
21767.680   	-15.26      	0           
21767.720   	0.00        	0           
21767.760   	0.00        	0           
21767.800   	0.00        	0           
21767.840   	0.00        	0           
21767.880   	15.26       	0           
21767.920   	15.26       	0           
21767.960   	15.26       	0           
21768.000   	15.26       	0           
21768.040   	30.52       	0           
21768.080   	30.52       	0           
21768.120   	30.52       	0           
21768.160   	30.52       	0           
21768.200   	15.26       	0           
21768.240   	15.26       	0           
21768.280   	15.26       	0           
21768.320   	15.26       	0           
21768.360   	15.26       	0           
21768.400   	15.26       	0           
21768.440   	15.26       	0           
21768.480   	15.26       	0           
21768.520   	15.26       	0           
21768.560   	0.00        	0           
21768.600   	0.00        	0           
21768.640   	15.26       	0           
21768.680   	15.26       	0           
21768.720   	15.26       	0           
21768.760   	0.00        	0           
21768.800   	0.00        	0           
21768.840   	0.00        	0           
21768.880   	0.00        	0           
21768.920   	0.00        	0           
21768.960   	0.00        	0           
21769.000   	0.00        	0           
21769.040   	-15.26      	0           
21769.080   	0.00        	0           
21769.120   	0.00        	0           
21769.160   	-15.26      	0           
21769.200   	-15.26      	0           
21769.240   	-15.26      	0           
21769.280   	-15.26      	0           
21769.320   	-15.26      	0           
21769.360   	-15.26      	0           
21769.400   	-15.26      	0           
21769.440   	-15.26      	0           

54597.720   	0.00        	0           
54597.760   	0.00        	0           
54597.800   	-15.26      	0           
54597.840   	-15.26      	0           
54597.880   	0.00        	0           
54597.920   	0.00        	0           
54597.960   	-15.26      	0           
54598.000   	-15.26      	0           
54598.040   	-15.26      	0           
54598.080   	0.00        	0           
54598.120   	0.00        	0           
54598.160   	0.00        	0           
54598.200   	0.00        	0           
54598.240   	0.00        	0           
54598.280   	0.00        	0           
54598.320   	-15.26      	0           
54598.360   	-15.26      	0           
54598.400   	-15.26      	0           
54598.440   	-30.52      	0           
54598.480   	-30.52      	0           
54598.520   	-30.52      	0           
54598.560   	-45.78      	0           
54598.600   	-45.78      	0           
54598.640   	-61.04      	0           
54598.680   	-61.04      	0           
54598.720   	-76.29      	0           
54598.760   	-45.78      	0           
54598.800   	-30.52      	0           
54598.840   	-30.52      	0           
54598.880   	-15.26      	0           
54598.920   	-15.26      	0           
54598.960   	0.00        	0           
54599.000   	0.00        	0           
54599.040   	15.26       	0           
54599.080   	15.26       	0           
54599.120   	15.26       	0           
54599.160   	15.26       	0           
54599.200   	15.26       	0           
54599.240   	30.52       	0           
54599.280   	30.52       	0           
54599.320   	30.52       	0           
54599.360   	15.26       	0           
54599.400   	15.26       	0           
54599.440   	15.26       	0           
54599.480   	15.26       	0           
54599.520   	15.26       	0           
54599.560   	15.26       	0           
54599.600   	15.26       	0           
54599.640   	15.26       	0           
54599.680   	15.26       	0           
54599.720   	15.26       	0           
54599.760   	0.00        	0           
54599.800   	0.00        	0           
54599.840   	0.00        	0           
54599.880   	0.00        	0           
54599.920   	0.00        	0           
54599.960   	0.00        	0           
54600.000   	0.00        	0           
54600.040   	0.00        	0           
54600.080   	0.00        	0           
54600.120   	0.00        	0           
54600.160   	0.00        	0           
54600.200   	0.00        	0           
54600.240   	0.00        	0           
54600.280   	0.00        	0           
54600.320   	0.00        	0           
54600.360   	0.00        	0           
54600.400   	-15.26      	0           
54600.440   	-30.52      	0           
54600.480   	-15.26      	0           
54600.520   	0.00        	0           
54600.560   	0.00        	0           
54600.600   	-15.26      	0           
54600.640   	-15.26      	0           
54600.680   	-15.26      	0           

105605.360  	0.00        	0           
105605.400  	0.00        	0           
105605.440  	0.00        	0           
105605.480  	0.00        	0           
105605.520  	-15.26      	0           
105605.560  	-15.26      	0           
105605.600  	-15.26      	0           
105605.640  	-15.26      	0           
105605.680  	-15.26      	0           
105605.720  	-15.26      	0           
105605.760  	-15.26      	0           
105605.800  	-15.26      	0           
105605.840  	-15.26      	0           
105605.880  	-15.26      	0           
105605.920  	-15.26      	0           
105605.960  	-15.26      	0           
105606.000  	-15.26      	0           
105606.040  	-15.26      	0           
105606.080  	-15.26      	0           
105606.120  	-15.26      	0           
105606.160  	-15.26      	0           
105606.200  	-30.52      	0           
105606.240  	-30.52      	0           
105606.280  	-45.78      	0           
105606.320  	-61.04      	0           
105606.360  	-76.29      	0           
105606.400  	-61.04      	0           
105606.440  	-61.04      	0           
105606.480  	-45.78      	0           
105606.520  	-30.52      	0           
105606.560  	-15.26      	0           
105606.600  	0.00        	0           
105606.640  	15.26       	0           
105606.680  	15.26       	0           
105606.720  	15.26       	0           
105606.760  	15.26       	0           
105606.800  	15.26       	0           
105606.840  	15.26       	0           
105606.880  	15.26       	0           
105606.920  	15.26       	0           
105606.960  	15.26       	0           
105607.000  	15.26       	0           
105607.040  	15.26       	0           
105607.080  	15.26       	0           
105607.120  	15.26       	0           
105607.160  	15.26       	0           
105607.200  	15.26       	0           
105607.240  	15.26       	0           
105607.280  	15.26       	0           
105607.320  	15.26       	0           
105607.360  	15.26       	0           
105607.400  	15.26       	0           
105607.440  	15.26       	0           
105607.480  	15.26       	0           
105607.520  	15.26       	0           
105607.560  	15.26       	0           
105607.600  	15.26       	0           
105607.640  	15.26       	0           
105607.680  	15.26       	0           
105607.720  	0.00        	0           
105607.760  	0.00        	0           
105607.800  	0.00        	0           
105607.840  	0.00        	0           
105607.880  	0.00        	0           
105607.920  	0.00        	0           
105607.960  	0.00        	0           
105608.000  	0.00        	0           
105608.040  	0.00        	0           
105608.080  	0.00        	0           
105608.120  	0.00        	0           
105608.160  	0.00        	0           
105608.200  	0.00        	0           
105608.240  	0.00        	0           
105608.280  	-15.26      	0           
105608.320  	-30.52      	0           

165815.160  	-15.26      	0           
165815.200  	-15.26      	0           
165815.240  	-15.26      	0           
165815.280  	-15.26      	0           
165815.320  	-15.26      	0           
165815.360  	-15.26      	0           
165815.400  	-15.26      	0           
165815.440  	-15.26      	0           
165815.480  	-15.26      	0           
165815.520  	-15.26      	0           
165815.560  	-15.26      	0           
165815.600  	0.00        	0           
165815.640  	0.00        	0           
165815.680  	-15.26      	0           
165815.720  	-15.26      	0           
165815.760  	-15.26      	0           
165815.800  	-15.26      	0           
165815.840  	-15.26      	0           
165815.880  	-15.26      	0           
165815.920  	-15.26      	0           
165815.960  	-30.52      	0           
165816.000  	-30.52      	0           
165816.040  	-30.52      	0           
165816.080  	-45.78      	0           
165816.120  	-61.04      	0           
165816.160  	-76.29      	0           
165816.200  	-45.78      	0           
165816.240  	-30.52      	0           
165816.280  	-30.52      	0           
165816.320  	-15.26      	0           
165816.360  	0.00        	0           
165816.400  	0.00        	0           
165816.440  	0.00        	0           
165816.480  	0.00        	0           
165816.520  	0.00        	0           
165816.560  	15.26       	0           
165816.600  	15.26       	0           
165816.640  	15.26       	0           
165816.680  	15.26       	0           
165816.720  	15.26       	0           
165816.760  	15.26       	0           
165816.800  	30.52       	0           
165816.840  	30.52       	0           
165816.880  	15.26       	0           
165816.920  	15.26       	0           
165816.960  	15.26       	0           
165817.000  	15.26       	0           
165817.040  	15.26       	0           
165817.080  	15.26       	0           
165817.120  	15.26       	0           
165817.160  	15.26       	0           
165817.200  	15.26       	0           
165817.240  	0.00        	0           
165817.280  	0.00        	0           
165817.320  	0.00        	0           
165817.360  	0.00        	0           
165817.400  	0.00        	0           
165817.440  	0.00        	0           
165817.480  	0.00        	0           
165817.520  	0.00        	0           
165817.560  	0.00        	0           
165817.600  	0.00        	0           
165817.640  	0.00        	0           
165817.680  	0.00        	0           
165817.720  	0.00        	0           
165817.760  	-15.26      	0           
165817.800  	-15.26      	0           
165817.840  	-15.26      	0           
165817.880  	-15.26      	0           
165817.920  	-15.26      	0           
165817.960  	0.00        	0           
165818.000  	0.00        	0           
165818.040  	0.00        	0           
165818.080  	0.00        	0           
165818.120  	0.00        	0           

228841.720  	-15.26      	0           
228841.760  	-15.26      	0           
228841.800  	-15.26      	0           
228841.840  	-15.26      	0           
228841.880  	0.00        	0           
228841.920  	0.00        	0           
228841.960  	0.00        	0           
228842.000  	0.00        	0           
228842.040  	0.00        	0           
228842.080  	0.00        	0           
228842.120  	0.00        	0           
228842.160  	0.00        	0           
228842.200  	-15.26      	0           
228842.240  	-15.26      	0           
228842.280  	-15.26      	0           
228842.320  	-15.26      	0           
228842.360  	-15.26      	0           
228842.400  	-15.26      	0           
228842.440  	-15.26      	0           
228842.480  	-30.52      	0           
228842.520  	-30.52      	0           
228842.560  	-45.78      	0           
228842.600  	-30.52      	0           
228842.640  	-45.78      	0           
228842.680  	-61.04      	0           
228842.720  	-76.29      	0           
228842.760  	-61.04      	0           
228842.800  	-45.78      	0           
228842.840  	-30.52      	0           
228842.880  	-30.52      	0           
228842.920  	-15.26      	0           
228842.960  	0.00        	0           
228843.000  	15.26       	0           
