MC_DataTool ASCII conversion

t           	Spikes 1 47 	Unit        
[ms]        	[µV]        	            
146229.320  	-15.26      	0           
146229.360  	-15.26      	0           
146229.400  	0.00        	0           
146229.440  	0.00        	0           
146229.480  	0.00        	0           
146229.520  	0.00        	0           
146229.560  	0.00        	0           
146229.600  	0.00        	0           
146229.640  	0.00        	0           
146229.680  	15.26       	0           
146229.720  	15.26       	0           
146229.760  	15.26       	0           
146229.800  	15.26       	0           
146229.840  	15.26       	0           
146229.880  	15.26       	0           
146229.920  	15.26       	0           
146229.960  	0.00        	0           
146230.000  	0.00        	0           
146230.040  	-15.26      	0           
146230.080  	-30.52      	0           
146230.120  	-30.52      	0           
146230.160  	-45.78      	0           
146230.200  	-30.52      	0           
146230.240  	-45.78      	0           
146230.280  	-61.04      	0           
146230.320  	-76.29      	0           
146230.360  	-61.04      	0           
146230.400  	-61.04      	0           
146230.440  	-61.04      	0           
146230.480  	-30.52      	0           
146230.520  	-15.26      	0           
146230.560  	-15.26      	0           
146230.600  	0.00        	0           
146230.640  	0.00        	0           
146230.680  	0.00        	0           
146230.720  	0.00        	0           
146230.760  	15.26       	0           
146230.800  	15.26       	0           
146230.840  	30.52       	0           
146230.880  	30.52       	0           
146230.920  	30.52       	0           
146230.960  	30.52       	0           
146231.000  	30.52       	0           
146231.040  	15.26       	0           
146231.080  	30.52       	0           
146231.120  	30.52       	0           
146231.160  	30.52       	0           
146231.200  	30.52       	0           
146231.240  	30.52       	0           
146231.280  	30.52       	0           
146231.320  	15.26       	0           
146231.360  	15.26       	0           
146231.400  	15.26       	0           
146231.440  	15.26       	0           
146231.480  	15.26       	0           
146231.520  	15.26       	0           
146231.560  	15.26       	0           
146231.600  	15.26       	0           
146231.640  	15.26       	0           
146231.680  	15.26       	0           
146231.720  	15.26       	0           
146231.760  	15.26       	0           
146231.800  	30.52       	0           
146231.840  	30.52       	0           
146231.880  	15.26       	0           
146231.920  	15.26       	0           
146231.960  	15.26       	0           
146232.000  	15.26       	0           
146232.040  	0.00        	0           
146232.080  	-15.26      	0           
146232.120  	-15.26      	0           
146232.160  	-30.52      	0           
146232.200  	-30.52      	0           
146232.240  	-30.52      	0           
146232.280  	-30.52      	0           

292620.800  	0.00        	0           
292620.840  	0.00        	0           
292620.880  	-15.26      	0           
292620.920  	-15.26      	0           
292620.960  	-15.26      	0           
292621.000  	-15.26      	0           
292621.040  	0.00        	0           
292621.080  	0.00        	0           
292621.120  	0.00        	0           
292621.160  	0.00        	0           
292621.200  	0.00        	0           
292621.240  	-15.26      	0           
292621.280  	-15.26      	0           
292621.320  	-15.26      	0           
292621.360  	-15.26      	0           
292621.400  	0.00        	0           
292621.440  	0.00        	0           
292621.480  	0.00        	0           
292621.520  	0.00        	0           
292621.560  	0.00        	0           
292621.600  	-15.26      	0           
292621.640  	-15.26      	0           
292621.680  	-30.52      	0           
292621.720  	-45.78      	0           
292621.760  	-61.04      	0           
292621.800  	-76.29      	0           
292621.840  	-61.04      	0           
292621.880  	-76.29      	0           
292621.920  	-76.29      	0           
292621.960  	-61.04      	0           
292622.000  	-61.04      	0           
292622.040  	-61.04      	0           
292622.080  	-45.78      	0           
292622.120  	-30.52      	0           
292622.160  	-15.26      	0           
292622.200  	-15.26      	0           
292622.240  	0.00        	0           
292622.280  	0.00        	0           
292622.320  	15.26       	0           
292622.360  	15.26       	0           
292622.400  	15.26       	0           
