MC_DataTool ASCII conversion

t           	Spikes 1 47 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 48 	Unit        
[ms]        	[µV]        	            
56683.000   	0.00        	0           
56683.040   	-15.26      	0           
56683.080   	-15.26      	0           
56683.120   	-15.26      	0           
56683.160   	-15.26      	0           
56683.200   	-15.26      	0           
56683.240   	-15.26      	0           
56683.280   	-15.26      	0           
56683.320   	-15.26      	0           
56683.360   	-15.26      	0           
56683.400   	-15.26      	0           
56683.440   	-15.26      	0           
56683.480   	-15.26      	0           
56683.520   	-15.26      	0           
56683.560   	0.00        	0           
56683.600   	0.00        	0           
56683.640   	0.00        	0           
56683.680   	0.00        	0           
56683.720   	-15.26      	0           
56683.760   	-15.26      	0           
56683.800   	-30.52      	0           
56683.840   	-30.52      	0           
56683.880   	-45.78      	0           
56683.920   	-45.78      	0           
56683.960   	-76.29      	0           
56684.000   	-91.55      	0           
56684.040   	-76.29      	0           
56684.080   	-61.04      	0           
56684.120   	-45.78      	0           
56684.160   	-30.52      	0           
56684.200   	-15.26      	0           
56684.240   	0.00        	0           
56684.280   	0.00        	0           
56684.320   	15.26       	0           
56684.360   	15.26       	0           
56684.400   	30.52       	0           
56684.440   	30.52       	0           
56684.480   	30.52       	0           
56684.520   	15.26       	0           
56684.560   	15.26       	0           
56684.600   	30.52       	0           
56684.640   	30.52       	0           
56684.680   	45.78       	0           
56684.720   	45.78       	0           
56684.760   	30.52       	0           
56684.800   	15.26       	0           
56684.840   	30.52       	0           
56684.880   	30.52       	0           
56684.920   	30.52       	0           
56684.960   	30.52       	0           
56685.000   	15.26       	0           
56685.040   	15.26       	0           
56685.080   	15.26       	0           
56685.120   	15.26       	0           
56685.160   	15.26       	0           
56685.200   	15.26       	0           
56685.240   	15.26       	0           
56685.280   	0.00        	0           
56685.320   	0.00        	0           
56685.360   	0.00        	0           
56685.400   	0.00        	0           
56685.440   	0.00        	0           
56685.480   	0.00        	0           
56685.520   	0.00        	0           
56685.560   	0.00        	0           
56685.600   	0.00        	0           
56685.640   	0.00        	0           
56685.680   	0.00        	0           
56685.720   	-15.26      	0           
56685.760   	-15.26      	0           
56685.800   	-15.26      	0           
56685.840   	-15.26      	0           
56685.880   	-15.26      	0           
56685.920   	-30.52      	0           
56685.960   	-30.52      	0           

59315.920   	-15.26      	0           
59315.960   	-15.26      	0           
59316.000   	-15.26      	0           
59316.040   	-15.26      	0           
59316.080   	0.00        	0           
59316.120   	-15.26      	0           
59316.160   	-15.26      	0           
59316.200   	-15.26      	0           
59316.240   	-15.26      	0           
59316.280   	-15.26      	0           
59316.320   	-15.26      	0           
59316.360   	-15.26      	0           
59316.400   	0.00        	0           
59316.440   	0.00        	0           
59316.480   	0.00        	0           
59316.520   	0.00        	0           
59316.560   	0.00        	0           
59316.600   	0.00        	0           
59316.640   	0.00        	0           
59316.680   	0.00        	0           
59316.720   	-15.26      	0           
59316.760   	-30.52      	0           
59316.800   	-45.78      	0           
59316.840   	-61.04      	0           
59316.880   	-76.29      	0           
59316.920   	-91.55      	0           
59316.960   	-91.55      	0           
59317.000   	-61.04      	0           
59317.040   	-45.78      	0           
59317.080   	-30.52      	0           
59317.120   	-30.52      	0           
59317.160   	0.00        	0           
59317.200   	0.00        	0           
59317.240   	15.26       	0           
59317.280   	15.26       	0           
59317.320   	30.52       	0           
59317.360   	30.52       	0           
59317.400   	15.26       	0           
59317.440   	15.26       	0           
59317.480   	30.52       	0           
59317.520   	30.52       	0           
59317.560   	30.52       	0           
59317.600   	30.52       	0           
59317.640   	30.52       	0           
59317.680   	30.52       	0           
59317.720   	30.52       	0           
59317.760   	30.52       	0           
59317.800   	30.52       	0           
59317.840   	30.52       	0           
59317.880   	30.52       	0           
59317.920   	30.52       	0           
59317.960   	15.26       	0           
59318.000   	15.26       	0           
59318.040   	15.26       	0           
59318.080   	15.26       	0           
59318.120   	0.00        	0           
59318.160   	0.00        	0           
59318.200   	0.00        	0           
59318.240   	0.00        	0           
59318.280   	0.00        	0           
59318.320   	0.00        	0           
59318.360   	0.00        	0           
59318.400   	-15.26      	0           
59318.440   	-15.26      	0           
59318.480   	-15.26      	0           
59318.520   	-15.26      	0           
59318.560   	-15.26      	0           
59318.600   	-15.26      	0           
59318.640   	-15.26      	0           
59318.680   	-15.26      	0           
59318.720   	-15.26      	0           
59318.760   	-15.26      	0           
59318.800   	-15.26      	0           
59318.840   	-15.26      	0           
59318.880   	-15.26      	0           

142649.840  	-15.26      	0           
142649.880  	-15.26      	0           
142649.920  	-15.26      	0           
142649.960  	-15.26      	0           
142650.000  	-15.26      	0           
142650.040  	0.00        	0           
142650.080  	0.00        	0           
142650.120  	0.00        	0           
142650.160  	0.00        	0           
142650.200  	0.00        	0           
142650.240  	0.00        	0           
142650.280  	0.00        	0           
142650.320  	0.00        	0           
142650.360  	0.00        	0           
142650.400  	0.00        	0           
142650.440  	0.00        	0           
142650.480  	15.26       	0           
142650.520  	15.26       	0           
142650.560  	15.26       	0           
142650.600  	-15.26      	0           
142650.640  	-15.26      	0           
142650.680  	-30.52      	0           
142650.720  	-30.52      	0           
142650.760  	-61.04      	0           
142650.800  	-76.29      	0           
142650.840  	-91.55      	0           
142650.880  	-76.29      	0           
142650.920  	-61.04      	0           
142650.960  	-61.04      	0           
142651.000  	-30.52      	0           
142651.040  	-15.26      	0           
142651.080  	-15.26      	0           
142651.120  	0.00        	0           
142651.160  	0.00        	0           
142651.200  	15.26       	0           
142651.240  	15.26       	0           
142651.280  	30.52       	0           
142651.320  	30.52       	0           
142651.360  	30.52       	0           
142651.400  	15.26       	0           
142651.440  	15.26       	0           
142651.480  	15.26       	0           
142651.520  	30.52       	0           
142651.560  	30.52       	0           
142651.600  	15.26       	0           
142651.640  	15.26       	0           
142651.680  	30.52       	0           
142651.720  	15.26       	0           
142651.760  	15.26       	0           
142651.800  	15.26       	0           
142651.840  	30.52       	0           
142651.880  	15.26       	0           
142651.920  	15.26       	0           
142651.960  	15.26       	0           
142652.000  	0.00        	0           
142652.040  	0.00        	0           
142652.080  	0.00        	0           
142652.120  	0.00        	0           
142652.160  	0.00        	0           
142652.200  	-15.26      	0           
142652.240  	-15.26      	0           
142652.280  	-15.26      	0           
142652.320  	-15.26      	0           
142652.360  	-15.26      	0           
142652.400  	0.00        	0           
142652.440  	0.00        	0           
142652.480  	0.00        	0           
142652.520  	0.00        	0           
142652.560  	0.00        	0           
142652.600  	-15.26      	0           
142652.640  	-15.26      	0           
142652.680  	-15.26      	0           
142652.720  	-15.26      	0           
142652.760  	-15.26      	0           
142652.800  	-15.26      	0           

143954.520  	-15.26      	0           
143954.560  	-15.26      	0           
143954.600  	-15.26      	0           
143954.640  	-15.26      	0           
143954.680  	-15.26      	0           
143954.720  	-15.26      	0           
143954.760  	-15.26      	0           
143954.800  	-15.26      	0           
143954.840  	-15.26      	0           
143954.880  	0.00        	0           
143954.920  	0.00        	0           
143954.960  	0.00        	0           
143955.000  	0.00        	0           
143955.040  	0.00        	0           
143955.080  	0.00        	0           
143955.120  	0.00        	0           
143955.160  	0.00        	0           
143955.200  	0.00        	0           
143955.240  	0.00        	0           
143955.280  	-15.26      	0           
143955.320  	-30.52      	0           
143955.360  	-61.04      	0           
143955.400  	-76.29      	0           
143955.440  	-76.29      	0           
143955.480  	-76.29      	0           
143955.520  	-91.55      	0           
143955.560  	-61.04      	0           
143955.600  	-45.78      	0           
143955.640  	-30.52      	0           
143955.680  	-30.52      	0           
143955.720  	0.00        	0           
143955.760  	0.00        	0           
143955.800  	15.26       	0           
143955.840  	15.26       	0           
143955.880  	30.52       	0           
143955.920  	15.26       	0           
143955.960  	15.26       	0           
143956.000  	15.26       	0           
143956.040  	30.52       	0           
143956.080  	30.52       	0           
143956.120  	30.52       	0           
143956.160  	30.52       	0           
143956.200  	45.78       	0           
143956.240  	30.52       	0           
143956.280  	30.52       	0           
143956.320  	30.52       	0           
143956.360  	30.52       	0           
143956.400  	30.52       	0           
143956.440  	15.26       	0           
143956.480  	15.26       	0           
143956.520  	15.26       	0           
143956.560  	15.26       	0           
143956.600  	15.26       	0           
143956.640  	15.26       	0           
143956.680  	0.00        	0           
143956.720  	0.00        	0           
143956.760  	0.00        	0           
143956.800  	0.00        	0           
143956.840  	-15.26      	0           
143956.880  	-15.26      	0           
143956.920  	-15.26      	0           
143956.960  	-15.26      	0           
143957.000  	-15.26      	0           
143957.040  	-15.26      	0           
143957.080  	-15.26      	0           
143957.120  	-15.26      	0           
143957.160  	-15.26      	0           
143957.200  	-15.26      	0           
143957.240  	-15.26      	0           
143957.280  	-15.26      	0           
143957.320  	-15.26      	0           
143957.360  	-30.52      	0           
143957.400  	-30.52      	0           
143957.440  	-30.52      	0           
143957.480  	-15.26      	0           

299993.560  	0.00        	0           
299993.600  	-15.26      	0           
299993.640  	-15.26      	0           
299993.680  	-15.26      	0           
299993.720  	-15.26      	0           
299993.760  	-15.26      	0           
299993.800  	-15.26      	0           
299993.840  	-15.26      	0           
299993.880  	-15.26      	0           
299993.920  	-15.26      	0           
299993.960  	-15.26      	0           
299994.000  	-15.26      	0           
299994.040  	-15.26      	0           
299994.080  	-15.26      	0           
299994.120  	-15.26      	0           
299994.160  	-15.26      	0           
299994.200  	0.00        	0           
299994.240  	0.00        	0           
299994.280  	0.00        	0           
299994.320  	-15.26      	0           
299994.360  	-15.26      	0           
299994.400  	-30.52      	0           
299994.440  	-61.04      	0           
299994.480  	-61.04      	0           
299994.520  	-76.29      	0           
299994.560  	-91.55      	0           
299994.600  	-61.04      	0           
299994.640  	-61.04      	0           
299994.680  	-45.78      	0           
299994.720  	-30.52      	0           
299994.760  	-15.26      	0           
299994.800  	0.00        	0           
299994.840  	0.00        	0           
299994.880  	15.26       	0           
299994.920  	15.26       	0           
299994.960  	30.52       	0           
299995.000  	30.52       	0           
299995.040  	30.52       	0           
299995.080  	15.26       	0           
299995.120  	15.26       	0           
299995.160  	30.52       	0           
299995.200  	30.52       	0           
