MC_DataTool ASCII conversion

t           	Spikes 1 47 	Unit        
[ms]        	[µV]        	            


t           	Spikes 1 48 	Unit        
[ms]        	[µV]        	            
18661.360   	-30.52      	0           
18661.400   	-30.52      	0           
18661.440   	-15.26      	0           
18661.480   	-15.26      	0           
18661.520   	-15.26      	0           
18661.560   	-15.26      	0           
18661.600   	-15.26      	0           
18661.640   	-15.26      	0           
18661.680   	-30.52      	0           
18661.720   	-30.52      	0           
18661.760   	-30.52      	0           
18661.800   	-30.52      	0           
18661.840   	-30.52      	0           
18661.880   	-30.52      	0           
18661.920   	-30.52      	0           
18661.960   	0.00        	0           
18662.000   	0.00        	0           
18662.040   	0.00        	0           
18662.080   	0.00        	0           
18662.120   	-15.26      	0           
18662.160   	-15.26      	0           
18662.200   	-30.52      	0           
18662.240   	-45.78      	0           
18662.280   	-61.04      	0           
18662.320   	-76.29      	0           
18662.360   	-91.55      	0           
18662.400   	-91.55      	0           
18662.440   	-76.29      	0           
18662.480   	-61.04      	0           
18662.520   	-45.78      	0           
18662.560   	-15.26      	0           
18662.600   	0.00        	0           
18662.640   	0.00        	0           
18662.680   	15.26       	0           
18662.720   	30.52       	0           
18662.760   	30.52       	0           
18662.800   	45.78       	0           
18662.840   	61.04       	0           
18662.880   	45.78       	0           
18662.920   	45.78       	0           
18662.960   	45.78       	0           
18663.000   	45.78       	0           
18663.040   	45.78       	0           
18663.080   	30.52       	0           
18663.120   	45.78       	0           
18663.160   	45.78       	0           
18663.200   	45.78       	0           
18663.240   	30.52       	0           
18663.280   	30.52       	0           
18663.320   	30.52       	0           
18663.360   	30.52       	0           
18663.400   	30.52       	0           
18663.440   	15.26       	0           
18663.480   	15.26       	0           
18663.520   	15.26       	0           
18663.560   	15.26       	0           
18663.600   	15.26       	0           
18663.640   	15.26       	0           
18663.680   	15.26       	0           
18663.720   	0.00        	0           
18663.760   	0.00        	0           
18663.800   	0.00        	0           
18663.840   	0.00        	0           
18663.880   	0.00        	0           
18663.920   	0.00        	0           
18663.960   	0.00        	0           
18664.000   	0.00        	0           
18664.040   	0.00        	0           
18664.080   	-15.26      	0           
18664.120   	-15.26      	0           
18664.160   	-15.26      	0           
18664.200   	-15.26      	0           
18664.240   	-15.26      	0           
18664.280   	-15.26      	0           
18664.320   	-30.52      	0           

30028.640   	-15.26      	0           
30028.680   	-15.26      	0           
30028.720   	-15.26      	0           
30028.760   	-15.26      	0           
30028.800   	-15.26      	0           
30028.840   	-15.26      	0           
30028.880   	-15.26      	0           
30028.920   	-15.26      	0           
30028.960   	-15.26      	0           
30029.000   	-15.26      	0           
30029.040   	-15.26      	0           
30029.080   	-15.26      	0           
30029.120   	-15.26      	0           
30029.160   	0.00        	0           
30029.200   	0.00        	0           
30029.240   	0.00        	0           
30029.280   	0.00        	0           
30029.320   	0.00        	0           
30029.360   	0.00        	0           
30029.400   	0.00        	0           
30029.440   	-15.26      	0           
30029.480   	-30.52      	0           
30029.520   	-45.78      	0           
30029.560   	-76.29      	0           
30029.600   	-76.29      	0           
30029.640   	-91.55      	0           
30029.680   	-76.29      	0           
30029.720   	-76.29      	0           
30029.760   	-76.29      	0           
30029.800   	-45.78      	0           
30029.840   	-45.78      	0           
30029.880   	-30.52      	0           
30029.920   	-15.26      	0           
30029.960   	0.00        	0           
30030.000   	0.00        	0           
30030.040   	15.26       	0           
30030.080   	15.26       	0           
30030.120   	30.52       	0           
30030.160   	30.52       	0           
30030.200   	30.52       	0           
30030.240   	45.78       	0           
30030.280   	45.78       	0           
30030.320   	45.78       	0           
30030.360   	45.78       	0           
30030.400   	45.78       	0           
30030.440   	45.78       	0           
30030.480   	61.04       	0           
30030.520   	45.78       	0           
30030.560   	30.52       	0           
30030.600   	30.52       	0           
30030.640   	30.52       	0           
30030.680   	30.52       	0           
30030.720   	15.26       	0           
30030.760   	15.26       	0           
30030.800   	15.26       	0           
30030.840   	15.26       	0           
30030.880   	15.26       	0           
30030.920   	15.26       	0           
30030.960   	0.00        	0           
30031.000   	0.00        	0           
30031.040   	0.00        	0           
30031.080   	0.00        	0           
30031.120   	0.00        	0           
30031.160   	0.00        	0           
30031.200   	0.00        	0           
30031.240   	0.00        	0           
30031.280   	0.00        	0           
30031.320   	0.00        	0           
30031.360   	0.00        	0           
30031.400   	-30.52      	0           
30031.440   	-15.26      	0           
30031.480   	-15.26      	0           
30031.520   	-15.26      	0           
30031.560   	-15.26      	0           
30031.600   	-15.26      	0           

39730.440   	-15.26      	0           
39730.480   	-15.26      	0           
39730.520   	-15.26      	0           
39730.560   	-15.26      	0           
39730.600   	-15.26      	0           
39730.640   	0.00        	0           
39730.680   	0.00        	0           
39730.720   	-15.26      	0           
39730.760   	-15.26      	0           
39730.800   	0.00        	0           
39730.840   	0.00        	0           
39730.880   	0.00        	0           
39730.920   	0.00        	0           
39730.960   	0.00        	0           
39731.000   	0.00        	0           
39731.040   	0.00        	0           
39731.080   	0.00        	0           
39731.120   	-15.26      	0           
39731.160   	-15.26      	0           
39731.200   	-15.26      	0           
39731.240   	-30.52      	0           
39731.280   	-30.52      	0           
39731.320   	-45.78      	0           
39731.360   	-61.04      	0           
39731.400   	-76.29      	0           
39731.440   	-91.55      	0           
39731.480   	-91.55      	0           
39731.520   	-91.55      	0           
39731.560   	-76.29      	0           
39731.600   	-61.04      	0           
39731.640   	-45.78      	0           
39731.680   	-45.78      	0           
39731.720   	-15.26      	0           
39731.760   	0.00        	0           
39731.800   	0.00        	0           
39731.840   	15.26       	0           
39731.880   	30.52       	0           
39731.920   	30.52       	0           
39731.960   	45.78       	0           
39732.000   	45.78       	0           
39732.040   	30.52       	0           
39732.080   	45.78       	0           
39732.120   	45.78       	0           
39732.160   	45.78       	0           
39732.200   	45.78       	0           
39732.240   	30.52       	0           
39732.280   	45.78       	0           
39732.320   	45.78       	0           
39732.360   	45.78       	0           
39732.400   	45.78       	0           
39732.440   	30.52       	0           
39732.480   	30.52       	0           
39732.520   	30.52       	0           
39732.560   	30.52       	0           
39732.600   	30.52       	0           
39732.640   	15.26       	0           
39732.680   	15.26       	0           
39732.720   	15.26       	0           
39732.760   	15.26       	0           
39732.800   	15.26       	0           
39732.840   	15.26       	0           
39732.880   	0.00        	0           
39732.920   	-15.26      	0           
39732.960   	0.00        	0           
39733.000   	0.00        	0           
39733.040   	0.00        	0           
39733.080   	0.00        	0           
39733.120   	-15.26      	0           
39733.160   	-15.26      	0           
39733.200   	-15.26      	0           
39733.240   	0.00        	0           
39733.280   	0.00        	0           
39733.320   	0.00        	0           
39733.360   	0.00        	0           
39733.400   	-15.26      	0           

47414.840   	-15.26      	0           
47414.880   	-15.26      	0           
47414.920   	-15.26      	0           
47414.960   	-15.26      	0           
47415.000   	-15.26      	0           
47415.040   	-15.26      	0           
47415.080   	-15.26      	0           
47415.120   	-15.26      	0           
47415.160   	0.00        	0           
47415.200   	-15.26      	0           
47415.240   	-15.26      	0           
47415.280   	-15.26      	0           
47415.320   	-15.26      	0           
47415.360   	-15.26      	0           
47415.400   	0.00        	0           
47415.440   	0.00        	0           
47415.480   	15.26       	0           
47415.520   	0.00        	0           
47415.560   	0.00        	0           
47415.600   	-15.26      	0           
47415.640   	-30.52      	0           
47415.680   	-30.52      	0           
47415.720   	-45.78      	0           
47415.760   	-45.78      	0           
47415.800   	-61.04      	0           
47415.840   	-91.55      	0           
47415.880   	-91.55      	0           
47415.920   	-91.55      	0           
47415.960   	-76.29      	0           
47416.000   	-61.04      	0           
47416.040   	-45.78      	0           
47416.080   	-30.52      	0           
47416.120   	0.00        	0           
47416.160   	15.26       	0           
47416.200   	15.26       	0           
47416.240   	30.52       	0           
47416.280   	30.52       	0           
47416.320   	30.52       	0           
47416.360   	30.52       	0           
47416.400   	30.52       	0           
47416.440   	45.78       	0           
47416.480   	45.78       	0           
47416.520   	45.78       	0           
47416.560   	30.52       	0           
47416.600   	30.52       	0           
47416.640   	45.78       	0           
47416.680   	45.78       	0           
47416.720   	45.78       	0           
47416.760   	30.52       	0           
47416.800   	30.52       	0           
47416.840   	30.52       	0           
47416.880   	30.52       	0           
47416.920   	30.52       	0           
47416.960   	15.26       	0           
47417.000   	15.26       	0           
47417.040   	15.26       	0           
47417.080   	30.52       	0           
47417.120   	30.52       	0           
47417.160   	15.26       	0           
47417.200   	0.00        	0           
47417.240   	0.00        	0           
47417.280   	0.00        	0           
47417.320   	0.00        	0           
47417.360   	-15.26      	0           
47417.400   	-15.26      	0           
47417.440   	-15.26      	0           
47417.480   	-15.26      	0           
47417.520   	0.00        	0           
47417.560   	0.00        	0           
47417.600   	0.00        	0           
47417.640   	0.00        	0           
47417.680   	0.00        	0           
47417.720   	-15.26      	0           
47417.760   	-15.26      	0           
47417.800   	0.00        	0           

71217.080   	0.00        	0           
71217.120   	0.00        	0           
71217.160   	0.00        	0           
71217.200   	0.00        	0           
71217.240   	0.00        	0           
71217.280   	0.00        	0           
71217.320   	0.00        	0           
71217.360   	0.00        	0           
71217.400   	0.00        	0           
71217.440   	0.00        	0           
71217.480   	0.00        	0           
71217.520   	0.00        	0           
71217.560   	0.00        	0           
71217.600   	15.26       	0           
71217.640   	0.00        	0           
71217.680   	0.00        	0           
71217.720   	-15.26      	0           
71217.760   	-15.26      	0           
71217.800   	-15.26      	0           
71217.840   	-30.52      	0           
71217.880   	-15.26      	0           
71217.920   	-30.52      	0           
71217.960   	-30.52      	0           
71218.000   	-61.04      	0           
71218.040   	-76.29      	0           
71218.080   	-91.55      	0           
71218.120   	-106.81     	0           
71218.160   	-106.81     	0           
71218.200   	-91.55      	0           
71218.240   	-76.29      	0           
71218.280   	-61.04      	0           
71218.320   	-45.78      	0           
71218.360   	-30.52      	0           
71218.400   	0.00        	0           
71218.440   	0.00        	0           
71218.480   	15.26       	0           
71218.520   	15.26       	0           
71218.560   	15.26       	0           
71218.600   	30.52       	0           
71218.640   	30.52       	0           
71218.680   	45.78       	0           
71218.720   	30.52       	0           
71218.760   	45.78       	0           
